Market successfully initialized: <main.market.SupplyDemandMarket object at 0x000002941114AAF0>
AFTER WORKING: Farmer {'food': 147.0, 'wood': 280, 'ore': 0, 'metal': 0, 'tool': 14.000000000000004}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}
AFTER DISTRIBUTION: BlackSmith {'food': 48.0, 'wood': 0.0, 'ore': 0.0, 'metal': 96.00000000000013, 'tool': 0.0}

AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Farmer {'food': 35.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: WoodCutter {'food': 40.0, 'wood': 20, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Miner {'food': 40.0, 'wood': 0.0, 'ore': 15, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: Refiner {'food': 40.0, 'wood': 0.0, 'ore': 100.0, 'metal': 10.0, 'tool': 5.000000000000022}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}
AFTER WORKING: BlackSmith {'food': 40.0, 'wood': 0.0, 'ore': 0.0, 'metal': 90.00000000000011, 'tool': 4.08}

[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0.0, 0.0, 0] 20.357055934104885
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0.0, 0] 17.962108177151368
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0, 0.0, 0, 0.0, 0] 44.30653350364004
[0, 0.0, 0.0, 0, 0.0] 43.97124081766655
[0.0, 0, 0.0, 0.0, 0] 32.33179471887246
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Farmer {'food': 8.0, 'wood': 100.0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: WoodCutter {'food': 40.0, 'wood': 0, 'ore': 0.0, 'metal': 0.0, 'tool': 5.000000000000022}
AFTER DISTRIBUTION: Miner {'food': 40.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER DISTRIBUTION: Miner {'food': 40.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER DISTRIBUTION: Miner {'food': 40.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 7.499999999999966}
AFTER DISTRIBUTION: Miner {'food': 40.0, 'wood': 0.0, 'ore': 0, 'metal': 0.0, 'tool': 7.499999999999966}
